bug_type,mutation_type,omp_construct,bug_omp_concept,needs_review,count,notes,example_source_id,example_original_statement,example_buggy_statement
SCALAR_20_TO_19,CHANGE_CONSTANT,target_mapping,general_code,False,1,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_map_from.c,scalar = 20;,scalar = 19;
SCALAR_20_TO_21,CHANGE_CONSTANT,target_mapping,general_code,False,1,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_map_default.c,int scalar = 20;,int scalar = 21;
SCALAR_FROM_13_TO_14,CHANGE_CONSTANT,target_mapping,general_code,False,1,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_map_tofrom.c,scalar_from = 13; // This is to avoid data races on a single scalar,scalar_from = 14; // This is to avoid data races on a single scalar
SCALAR_INT_33_TO_34,CHANGE_CONSTANT,target_mapping,general_code,False,1,,tests/4.5/target/test_target_defaultmap.c,scalar_int = 33;,scalar_int = 34;
SCALAR_INT_WRONG_VALUE,CHANGE_CONSTANT,target_mapping,general_code,False,1,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_defaultmap.c,scalar_int = 33;,scalar_int = 34;
SINGLE_A_1_TO_0,CHANGE_CONSTANT,target_mapping,general_code,False,1,,tests/4.5/target/test_target_map_struct_default.c,single.a = 1;,single.a = 0;
STACK_ASSIGN_2_TO_1,CHANGE_CONSTANT,target_mapping,general_code,False,1,,tests/4.5/target_data/test_target_data_map_from.c,h_array_s[i] = 2;,h_array_s[i] = 1;
STRIDE_2_TO_1,CHANGE_CONSTANT,target_mapping,general_code,False,2,,tests/5.0/target_update/test_target_update_from_discontiguous.c,result[0:N/2:2],result[0:N/2:1]
TARGET_B_2I_TO_3I,CHANGE_CONSTANT,target_mapping,general_code,False,1,,tests/5.2/declare_target/test_declare_target_enter_device_type_host.c,b[i] += 2 * i;,b[i] += 3 * i;
TARGET_DEVICE_I_TO_0,CHANGE_CONSTANT,target_mapping,general_code,False,1,,tests/6.0/declare_target/test_declare_target_directive_local.c,#pragma omp target parallel device(i),#pragma omp target parallel device(0)
REL_OP_NEQ_TO_LT,CHANGE_LOOP_BOUND,parallel_for,loop_condition,False,1,,tests/5.0/parallel_for/test_parallel_for_notequals.c,for (int i = 0; i != N; i++) {,for (int i = 0; i < N - 1; i++) {
SKIP_LAST_ELEMENT,CHANGE_LOOP_BOUND,target_mapping,loop,False,1,,tests/4.5/target/test_target_map_global_arrays.c,"for (i = 0; i < N; i++)
      compute_array[i] = i;","for (i = 0; i < N - 1; i++)
      compute_array[i] = i;"
SKIP_LAST_ITER,CHANGE_LOOP_BOUND,simd,general_code,False,5,,tests/5.0/simd/test_simd_if.c,i < N,i < N-1
SKIP_LAST_ITERATION,CHANGE_LOOP_BOUND,loop,loop,False,38,,tests/5.1/loop/test_full_loop_unroll.c,for (int i = 0; i < N; i++) {,for (int i = 0; i < N - 1; i++) {
SKIP_LAST_TEAM,CHANGE_LOOP_BOUND,teams,configuration,False,1,,tests/5.0/teams/test_team_default_shared.c,for ( int i = 0; i < omp_get_num_teams(); i++){,for ( int i = 0; i < omp_get_num_teams() - 1; i++){
DEFAULTMAP_DEFAULT_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.0/target/test_target_defaultmap_default.c,#pragma omp target defaultmap(default),#pragma omp target defaultmap(to)
DEFAULTMAP_FIRSTPRIVATE_TO_TOFROM,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.0/target/test_target_defaultmap_firstprivate.c,#pragma omp target defaultmap(firstprivate),#pragma omp target defaultmap(tofrom)
DEFAULTMAP_FROM_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.0/target/test_target_defaultmap_to_from_tofrom.c,"#pragma omp target defaultmap(from) //map(tofrom: scalar, A, new_struct, ptr)","#pragma omp target defaultmap(to) //map(tofrom: scalar, A, new_struct, ptr)"
DEFAULTMAP_OFF_SCALAR_CHAR_CHANGED,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_defaultmap.c,scalar_char = 'b';,scalar_char = 'c';
DEFAULTMAP_TOFROM_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.0/target/test_target_defaultmap_to_from_tofrom.c,"#pragma omp target defaultmap(tofrom) //map(tofrom: scalar, A, new_struct, ptr)","#pragma omp target defaultmap(to) //map(tofrom: scalar, A, new_struct, ptr)"
DEFAULTMAP_TOFROM_TO_FIRSTPRIVATE,CHANGE_MAPPING,loop,mapping,False,1,,tests/5.0/teams_loop/test_target_teams_loop_defaultmap.c,#pragma omp target teams loop defaultmap(tofrom),#pragma omp target teams loop defaultmap(firstprivate)
DEFAULTMAP_TOFROM_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,2,,tests/4.5/target/test_target_defaultmap.c,#pragma omp target defaultmap(tofrom: scalar),#pragma omp target defaultmap(to: scalar)
DEFAULTMAP_TO_TOFROM,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.0/target/test_target_defaultmap_to_from_tofrom.c,"#pragma omp target defaultmap(to) //map(tofrom: scalar, A, new_struct, ptr)","#pragma omp target defaultmap(tofrom) //map(tofrom: scalar, A, new_struct, ptr)"
ENTER_DATA_DEFAULT_TO_FROM,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.2/target_enter_data/test_target_enter_data_map.c,"#pragma omp target enter data map(A[:N], B[:N], D[:N])","#pragma omp target enter data map(from: A[:N], B[:N], D[:N])"
ENTER_DATA_IF_GT_TO_LT,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_enter_data/test_target_enter_data_if.c,#pragma omp target enter data if(size > SIZE_THRESHOLD) map(to: size) \,#pragma omp target enter data if(size < SIZE_THRESHOLD) map(to: size) \
ENTER_DATA_TO_TO_ALLOC,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_enter_data/test_target_enter_data_global_array.c,#pragma omp target enter data map(to: A[:n]),#pragma omp target enter data map(alloc: A[:n])
ENTER_DATA_X_TO_ALLOC,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_enter_data/test_target_enter_data_malloced_array.c,#pragma omp target enter data map(to:x[:n])//Note:Mapping *A[:n] is incorrect as OpenMP doesn't support arbitrary expressions,#pragma omp target enter data map(alloc:x[:n])//Note:Mapping *A[:n] is incorrect as OpenMP doesn't support arbitrary expressions
EXIT_DATA_DEFAULT_TO_DELETE,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.2/target_enter_data/test_target_enter_data_map.c,"#pragma omp target exit data map(B[:N], A[:N],D[:N])","#pragma omp target exit data map(delete: B[:N], A[:N],D[:N])"
EXIT_DATA_FROM_B_TO_DELETE,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_teams_distribute/test_target_teams_distribute_map.c,#pragma omp target exit data map(from: b[0:N]),#pragma omp target exit data map(delete: b[0:N])
EXIT_DATA_FROM_HEAP_TO_DELETE,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_map_pointer_translation.c,#pragma omp target exit data map(from:h_array_h[0:N]) map(from:h_array_s[0:N]),#pragma omp target exit data map(delete:h_array_h[0:N]) map(from:h_array_s[0:N])
EXIT_DATA_FROM_SINGLE_TO_DELETE,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_struct.c,#pragma omp target exit data map(from: single) map(from: array[0:5]),#pragma omp target exit data map(delete: single) map(from: array[0:5])
EXIT_DATA_FROM_TO_DELETE,CHANGE_MAPPING,target_mapping,mapping,False,5,,tests/6.0/map-type_modifier/test_map-type_modifier_default.c,#pragma omp target exit data map(from: a),#pragma omp target exit data map(delete: a)
EXIT_DATA_FROM_X_TO_DELETE,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_map_malloced_array.c,#pragma omp target exit data map(from: x[:N]),#pragma omp target exit data map(delete: x[:N])
MAPPER_FROM_TO_TO,CHANGE_MAPPING,declare_mapper,mapping,False,1,,tests/5.2/declare_mapper/test_declare_mapper_present.c,"#pragma omp declare mapper(default:myvec_t v) map(always, present, from: v, v.len, v.data[0:v.len])","#pragma omp declare mapper(default:myvec_t v) map(always, present, to: v, v.len, v.data[0:v.len])"
MAPPER_REMOVE_DATA_SECTION,CHANGE_MAPPING,declare_mapper,mapping,False,3,,tests/5.0/declare_mapper/test_declare_mapper_target_struct.c,"map(v, v.data[0:v.len])",map(v)
MAPPER_TOFROM_TO_TO,CHANGE_MAPPING,declare_mapper,mapping,False,1,,tests/5.2/declare_mapper/test_declare_mapper_iterator.c,"#pragma omp declare mapper(myvec_t v) map(iterator(it = 0:v.len), tofrom: v.data[it])","#pragma omp declare mapper(myvec_t v) map(iterator(it = 0:v.len), to: v.data[it])"
MAP_ALLOC_TO_TOFROM,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.0/target/test_target_mapping_before_alloc.c,"#pragma omp target map(alloc: scalar, a, member) map(to: scalar, a, member) map(tofrom: errors)","#pragma omp target map(tofrom: scalar, a, member) map(to: scalar, a, member) map(tofrom: errors)"
MAP_DEFAULT_NEW_SCALAR_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target/test_target_map_scalar_no_map_type_modifier.c,#pragma omp target map(new_scalar),#pragma omp target map(to: new_scalar)
MAP_DEFAULT_POINTER_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target/test_target_map_pointer_no_map_type_modifier.c,#pragma omp target map(p[0:N]),#pragma omp target map(to: p[0:N])
MAP_DEFAULT_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target/test_target_map_array_default.c,#pragma omp target map(compute_array),#pragma omp target map(to:compute_array)
MAP_ENTER_TO_TO_FROM,CHANGE_MAPPING,application_kernels,mapping,False,1,,tests/4.5/application_kernels/linked_list.c,#pragma omp target enter data map(to:cur[:1]),#pragma omp target enter data map(from:cur[:1])
MAP_EXIT_FROM_TO_TO_HEAD,CHANGE_MAPPING,application_kernels,mapping,False,1,,tests/4.5/application_kernels/linked_list.c,#pragma omp target exit data map(from:temp[0:1]),#pragma omp target exit data map(to:temp[0:1])
MAP_FROM_A1D_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_array_sections.c,#pragma omp target data map(from: a1d[1:N - 2]),#pragma omp target data map(to: a1d[1:N - 2])
MAP_FROM_A3D2_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_array_sections.c,map(from: a3d2[0:N][0:2][0:2]),map(to: a3d2[0:N][0:2][0:2])
MAP_FROM_ARRAYCOPY_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_enter_data/test_target_enter_data_struct.c,map(from: arrayCopy[0:ARRAY_SIZE]),map(to: arrayCopy[0:ARRAY_SIZE])
MAP_FROM_A_TO_TO,CHANGE_MAPPING,task,mapping,False,1,,tests/4.5/task/test_task_target.c,#pragma omp target map(from: a),#pragma omp target map(to: a)
MAP_FROM_B_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_enter_data/test_target_enter_data_global_array.c,#pragma omp target map(from: B[:n]),#pragma omp target map(to: B[:n])
MAP_FROM_C_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,5,,tests/4.5/application_kernels/mmm_target.c,"#pragma omp target map(to: a[0:DimA],b[0:DimB]) map(from: c[0:DimC])","#pragma omp target map(to: a[0:DimA],b[0:DimB]) map(to: c[0:DimC])"
MAP_FROM_HEAP_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_from.c,#pragma omp target data map(from: h_array_h[0:N])  \,#pragma omp target data map(to: h_array_h[0:N])  \
MAP_FROM_ISHOST_TO_TO,CHANGE_MAPPING,offloading_success.c,mapping,False,1,,tests/4.5/offloading_success.c,#pragma omp target map(from:isHost),#pragma omp target map(to:isHost)
MAP_FROM_MATRIX_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_devices.c,#pragma omp target data map(from: h_matrix[dev*N:N]),#pragma omp target data map(to: h_matrix[dev*N:N])
MAP_FROM_OUTPUT_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_to_from.c,#pragma omp target data map(to: h_array_h[0:N]) map(from: h_array2_h[0:N]),#pragma omp target data map(to: h_array_h[0:N]) map(to: h_array2_h[0:N])
MAP_FROM_RETVAL_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.1/target/test_target_declare_indirect.c,#pragma omp target map(from: ret_val),#pragma omp target map(to: ret_val)
MAP_FROM_STACK_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_from.c,map(from: h_array_s[0:N]),map(to: h_array_s[0:N])
MAP_FROM_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,2,,tests/5.1/target/test_target_map_present_ordering.c,"#pragma omp target map(present, to: x) map(from: x)","#pragma omp target map(present, to: x) map(to: x)"
MAP_FROM_TO_TO_ATOMIC,CHANGE_MAPPING,application_kernels,mapping,False,1,,tests/4.5/application_kernels/reduction_separated_directives.c,#pragma omp target teams map(from: counts_atomic),#pragma omp target teams map(to: counts_atomic)
MAP_FROM_TO_TO_REDUCTION,CHANGE_MAPPING,application_kernels,mapping,False,1,,tests/4.5/application_kernels/reduction_separated_directives.c,#pragma omp target teams map(from: counts_reduction),#pragma omp target teams map(to: counts_reduction)
MAP_FROM_X_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,3,,tests/4.5/declare_target/test_declare_target_extended_list.c,"#pragma omp target map(from: x) map(to:y, z)","#pragma omp target map(to: x) map(to:y, z)"
MAP_TOFROM_ARRAY_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,3,,tests/4.5/target/test_target_map_pointer.c,"#pragma omp target data map(tofrom: compute_array) //To test default pointer behavior, array must be mapped before the pointer","#pragma omp target data map(to: compute_array) //To test default pointer behavior, array must be mapped before the pointer"
MAP_TOFROM_ARR_TO_TO,CHANGE_MAPPING,loop,mapping,False,2,,tests/5.0/target_parallel_loop/test_target_parallel_loop_bind.c,#pragma omp target parallel loop bind(parallel) map(tofrom: arr) \,#pragma omp target parallel loop bind(parallel) map(to: arr) \
MAP_TOFROM_A_TO_TO,CHANGE_MAPPING,runtime_api,mapping,False,6,,tests/5.0/program_control/test_omp_get_device_num.c,map(tofrom: a),map(to: a)
MAP_TOFROM_B_TO_TO,CHANGE_MAPPING,loop,mapping,False,4,,tests/5.0/teams_loop/test_target_teams_loop_firstprivate.c,map(tofrom: b[0:N]),map(to: b[0:N])
MAP_TOFROM_C_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,2,,tests/4.5/target/test_target_if.c,map(tofrom: c[0:size]),map(to: c[0:size])
MAP_TOFROM_DATA_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.0/target/test_target_imperfect_loop.c,"#pragma omp target map(tofrom: data1, data2)","#pragma omp target map(to: data1, data2)"
MAP_TOFROM_D_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_map_to.c,"#pragma omp target teams distribute parallel for map(to: a, b, scalar) map(tofrom: d)","#pragma omp target teams distribute parallel for map(to: a, b, scalar) map(to: d)"
MAP_TOFROM_HEAP_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_tofrom.c,#pragma omp target data map(tofrom: h_array_h[0:N])    \,#pragma omp target data map(to: h_array_h[0:N])    \
MAP_TOFROM_NUM_TEAMS_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_num_teams.c,map(tofrom: num_teams) num_teams(tested_num_teams[nt]),map(to: num_teams) num_teams(tested_num_teams[nt])
MAP_TOFROM_NUM_THREADS_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_num_threads.c,map(tofrom: num_threads) num_threads(tested_num_threads[nt]),map(to: num_threads) num_threads(tested_num_threads[nt])
MAP_TOFROM_RESULT_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.0/declare_target/test_declare_target_nested_functions.c,#pragma omp target map(tofrom: result),#pragma omp target map(to: result)
MAP_TOFROM_STACK_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_tofrom.c,map(tofrom : h_array_s[0:N]),map(to : h_array_s[0:N])
MAP_TOFROM_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,12,,tests/4.5/target/test_target_map_global_arrays.c,#pragma omp target map(tofrom: compute_array[0:N]),#pragma omp target map(to: compute_array[0:N])
MAP_TOFROM_X_TO_TO,CHANGE_MAPPING,loop,mapping,False,6,,tests/5.0/loop/test_loop_nested_device.c,"map(tofrom: x, y, z, num_teams)","map(to: x, y, z, num_teams)"
MAP_TO_HEAP_TO_FROM,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_to.c,#pragma omp target data map(to: h_array_h[0:N])  \,#pragma omp target data map(from: h_array_h[0:N])  \
MAP_TO_INPUTS_TO_ALLOC,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_map_to.c,"#pragma omp target teams distribute parallel for map(to: a, b, scalar) map(tofrom: d)","#pragma omp target teams distribute parallel for map(alloc: a, b, scalar) map(tofrom: d)"
MAP_TO_INPUT_TO_FROM,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_to_from.c,#pragma omp target data map(to: h_array_h[0:N]) map(from: h_array2_h[0:N]),#pragma omp target data map(from: h_array_h[0:N]) map(from: h_array2_h[0:N])
MAP_TO_SINGLE_TO_ALLOC,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_enter_data/test_target_enter_data_struct.c,#pragma omp target enter data map(to: single) map(to: array[0:ARRAY_SIZE]),#pragma omp target enter data map(alloc: single) map(to: array[0:ARRAY_SIZE])
MAP_TO_STACK_TO_FROM,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_to.c,map(to: h_array_s[0:N]),map(from: h_array_s[0:N])
MAP_TO_TO_FROM,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.0/target/test_target_mapping_before_alloc.c,"#pragma omp target map(alloc: scalar, a, member) map(to: scalar, a, member) map(tofrom: errors)","#pragma omp target map(alloc: scalar, a, member) map(from: scalar, a, member) map(tofrom: errors)"
PRESENT_TO_NO_PRESENT,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.1/target/test_target_map_present_ordering.c,"#pragma omp target map(present, to: x) map(from: x)",#pragma omp target map(to: x) map(from: x)
REMOVE_IN1_FROM_ENTER_DATA_MAP,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/4.5/target_enter_data/test_target_enter_data_depend.c,#pragma omp target enter data map(alloc: h_array[0:N]) map(to: in_1[0:N]) map(to: in_2[0:N]) depend(out: h_array) depend(in: in_1) depend(in: in_2),#pragma omp target enter data map(alloc: h_array[0:N]) map(to: in_2[0:N]) depend(out: h_array) depend(in: in_1) depend(in: in_2)
REMOVE_TARGET_ENTER_DATA,CHANGE_MAPPING,target_mapping,mapping,False,2,,tests/5.1/memory_routines/test_get_mapped_ptr.c,# pragma omp target enter data device(i) map(to:x),/* target enter data removed */
SECOND_MAP_TO_TOFROM,CHANGE_MAPPING,target_mapping,mapping,False,1,,tests/5.0/target/test_target_defaultmap_none.c,"#pragma omp target defaultmap(none) map(to: scalar, A, new_struct, ptr)","#pragma omp target defaultmap(none) map(tofrom: scalar, A, new_struct, ptr)"
TARGET_DATA_TOFROM_TO_TO,CHANGE_MAPPING,target_mapping,mapping,False,2,,tests/5.1/target/test_target_defaultmap_present_aggregate.c,"#pragma omp target data map(tofrom: a, new_struct)","#pragma omp target data map(to: a, new_struct)"
TARGET_MAP_FROM_TO_TO,CHANGE_MAPPING,metadirective,mapping,False,3,,tests/5.1/metadirective/test_metadirective_nothing.c,#pragma omp target map(from: thread_limit_target) thread_limit(thread_limit_target),#pragma omp target map(to: thread_limit_target) thread_limit(thread_limit_target)
TARGET_MAP_TOFROM_TO_TO,CHANGE_MAPPING,loop,mapping,False,18,,tests/5.1/order/test_loop_order_reproducible.c,"#pragma omp target map(tofrom: x,y)","#pragma omp target map(to: x,y)"
UPDATE_FROM_TO_TO,CHANGE_MAPPING,target_mapping,dependency,False,14,,tests/4.5/target_update/test_target_update_depend.c,#pragma omp target update depend(inout: h_array) from(h_array[0:N]),#pragma omp target update depend(inout: h_array) to(h_array[0:N])
ACCESSIBLE_CHECK_INVERTED,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/5.1/requires/test_target_is_accessible_with_usm.c,"OMPVV_TEST_AND_SET_VERBOSE(errors, check_test == 0);","OMPVV_TEST_AND_SET_VERBOSE(errors, check_test != 0);"
ACCESSIBLE_TRUE_BRANCH_INVERTED,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/5.1/target/test_target_is_accessible.c,"if(check_test)
        {","if(!check_test)
        {"
ARRAY_LASTPRIVATE_MULTIPLY_TO_ADD,CHANGE_OPERATOR,target_mapping,data_sharing,False,1,,tests/4.5/target_teams_distribute/test_target_teams_distribute_lastprivate.c,privatized_array[1] = (a[x] + b[x]) * c[x];,privatized_array[1] = (a[x] + b[x]) + c[x];
ARRAY_REDUCTION_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,reduction,False,1,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_reduction.c,#pragma omp target teams distribute parallel for reduction(+:Total[0:N_Els]) private(j),#pragma omp target teams distribute parallel for reduction(-:Total[0:N_Els]) private(j)
A_PLUS_TO_MINUS,CHANGE_OPERATOR,loop,general_code,False,3,,tests/5.0/loop/test_loop_lastprivate_device.c,a[x] += b[x];,a[x] -= b[x];
BITAND_TO_BITOR,CHANGE_OPERATOR,loop,reduction_operator,False,1,,tests/5.0/loop/test_loop_reduction_bitand.c,#pragma omp loop reduction(&:b),#pragma omp loop reduction(|:b)
BITOR_TO_BITAND,CHANGE_OPERATOR,loop,reduction_operator,False,1,,tests/5.0/loop/test_loop_reduction_bitor.c,#pragma omp loop reduction(|:b),#pragma omp loop reduction(&:b)
BITXOR_TO_BITOR,CHANGE_OPERATOR,loop,reduction_operator,False,1,,tests/5.0/loop/test_loop_reduction_bitxor.c,#pragma omp loop reduction(^:b),#pragma omp loop reduction(|:b)
B_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/4.5/target_teams_distribute/test_target_teams_distribute_map.c,b[x] += a[x];,b[x] -= a[x];
COMPARE_EQ_TO_NEQ,CHANGE_OPERATOR,atomic,general_code,False,3,,tests/5.1/atomic/test_atomic_fail_acquire.c,if(y == 1){,if(y != 1){
COMPARE_GREATER_TO_LESS,CHANGE_OPERATOR,atomic,general_code,False,1,,tests/5.1/atomic/test_atomic_compare.c,if(arr[i] > pmax){,if(arr[i] < pmax){
COMPARE_GT_TO_LT,CHANGE_OPERATOR,atomic,general_code,False,1,,tests/5.1/atomic/test_atomic_compare_device.c,if(arr[i] > pmax){,if(arr[i] < pmax){
COMPARE_WRITE_WRONG_VALUE,CHANGE_OPERATOR,atomic,general_code,False,4,,tests/5.1/atomic/test_atomic_compare.c,pmax = arr[i];,pmax = 0;
COMPUTE_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/4.5/target/test_target_map_array_default.c,compute_array[i] += i;,compute_array[i] -= i;
C_COMPUTE_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_out_out.c,c[x] = a[x] + b[x];,c[x] = a[x] - b[x];
DATA2_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/5.0/target/test_target_imperfect_loop.c,data2[i][j] += i + j;,data2[i][j] -= i + j;
DEVICE_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,3,,tests/5.0/target_update/test_target_update_from_discontiguous.c,result[i] += i;,result[i] -= i;
DEVICE_RESULT_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/5.0/target/test_target_uses_allocators_const.c,device_result += j + i + x;,device_result -= j + i + x;
D_ACCUM_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_disjoint_section.c,d[x] += a[x] + b[x];,d[x] -= a[x] + b[x];
D_COMPUTE_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,5,,tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_array_section.c,d[x] = c[x] + b[x];,d[x] = c[x] - b[x];
F_COMPUTE_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_list.c,f[x] = e[x] + a[x];,f[x] = e[x] - a[x];
HOSTVAR_CHECK_INVERTED,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/5.0/target/test_target_firstprivate_device.c,if (HostVar == INIT_VAL) {,if (HostVar != INIT_VAL) {
HOST_ACCUM_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,2,,tests/4.5/target/test_target_is_device_ptr.c,array_host[i] += array_device[i];,array_host[i] -= array_device[i];
HOST_DEVICE_ALPHA_INVERTED,CHANGE_OPERATOR,target_mapping,general_code,False,3,,tests/4.5/target/test_target_if.c,int alpha = (isHost ? 0 : 1);,int alpha = (isHost ? 1 : 0);
IF_INVERT,CHANGE_OPERATOR,taskloop,loop,False,1,,tests/4.5/taskloop/test_taskloop_if.c,#pragma omp taskloop if(M == THRESHOLD),#pragma omp taskloop if(M != THRESHOLD)
LOGICAL_AND_TO_OR,CHANGE_OPERATOR,loop,reduction_operator,False,1,,tests/5.0/loop/test_loop_reduction_and.c,#pragma omp loop reduction(&&:result),#pragma omp loop reduction(||:result)
LOGICAL_OR_TO_AND,CHANGE_OPERATOR,loop,reduction_operator,False,1,,tests/5.0/loop/test_loop_reduction_or.c,#pragma omp loop reduction(||:result),#pragma omp loop reduction(&&:result)
MAX_TO_MIN,CHANGE_OPERATOR,loop,reduction_operator,False,1,,tests/5.0/loop/test_loop_reduction_max.c,#pragma omp loop reduction(max:result),#pragma omp loop reduction(min:result)
MIN_TO_MAX,CHANGE_OPERATOR,loop,reduction_operator,False,1,,tests/5.0/loop/test_loop_reduction_min.c,#pragma omp loop reduction(min:result),#pragma omp loop reduction(max:result)
MULTIPLY2_TO_MULTIPLY3,CHANGE_OPERATOR,allocator,general_code,False,1,,tests/6.0/allocate/test_pin_device.c,arr[i] *= 2;,arr[i] *= 3;
PLUS_TO_MULTIPLY,CHANGE_OPERATOR,loop,reduction,False,1,,tests/5.0/loop/test_loop_reduction_add.c,#pragma omp loop reduction(+:total),#pragma omp loop reduction(*:total)
