bug_type,count,example_source_id,example_category,example_bug_family,example_original_statement,example_buggy_statement,suggested_mutation_type,suggested_omp_construct,suggested_bug_omp_concept,needs_review
FORCE_ONE_TEAM,1,tests/5.1/runtime_calls/test_teams_region_routines.c,runtime_calls,teams_configuration,#pragma omp teams,#pragma omp teams num_teams(1),CHANGE_CONSTANT,teams,configuration,FALSE
FUN2_RETURN_10_TO_11,1,tests/5.1/target/test_target_declare_indirect.c,target,loop_body,return 10;,return 11;,CHANGE_CONSTANT,target_mapping,general_code,FALSE
HOST_BRANCH_INCREMENT_1_TO_2,2,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_if_target_modifier.c,target_teams_distribute_parallel_for,loop_body,a[i] += (omp_is_initial_device() ? 1 : 100);,a[i] += (omp_is_initial_device() ? 2 : 100);,CHANGE_CONSTANT,target_mapping,runtime_api,FALSE
INDEX_MINUS_128_TO_127,1,tests/4.5/target_simd/test_target_simd_safelen.c,target_simd,loop_body,A[i-128] += A[i];,A[i-127] += A[i];,CHANGE_CONSTANT,target_mapping,general_code,FALSE
LINEAR_STEP_2_TO_1,1,tests/5.0/target/test_target_parallel_linear.c,target,linear,#pragma omp target parallel for device(gpu) linear(val:2),#pragma omp target parallel for device(gpu) linear(val:1),CHANGE_CONSTANT,target_mapping,general_code,FALSE
MULTIPLY_2_TO_3,3,tests/5.1/target/test_target_memcpy_async_depobj.c,target,loop_body,mem_dev_cpy[i] = mem_dev_cpy[i]*2; // initialize data,mem_dev_cpy[i] = mem_dev_cpy[i]*3; // initialize data,CHANGE_CONSTANT,target_mapping,general_code,FALSE
POW_EXPONENT_2_TO_3,1,tests/4.5/application_kernels/qmcpack_target_math.c,application_kernels,loop_body,"array[i] = pow((double)i,2.0);","array[i] = pow((double)i,3.0);",CHANGE_CONSTANT,target_mapping,general_code,FALSE
PRIVATIZED_INIT_0_TO_1,1,tests/5.0/loop/test_loop_private_device.c,loop,loop_body,privatized = 0;,privatized = 1;,CHANGE_CONSTANT,loop,general_code,FALSE
PTR_STACK_INCREMENT_2_TO_1,1,tests/4.5/target_data/test_target_data_map_pointer_translation.c,target_data,loop_body,ptr_h_array_s[i] += 2;,ptr_h_array_s[i] += 1;,CHANGE_CONSTANT,target_mapping,general_code,FALSE
PTR_WRITE_2_PLUS_I_TO_3_PLUS_I,1,tests/5.1/target/test_target_defaultmap_present_pointer.c,target,loop_body,ptr[i] = 2+i;,ptr[i] = 3+i;,CHANGE_CONSTANT,target_mapping,general_code,FALSE
RESET_INTERVAL_8_TO_4,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_schedule_private.c,target_teams_distribute_parallel_for,loop_body,if (j%8 == 0),if (j%4 == 0),CHANGE_CONSTANT,target_mapping,general_code,FALSE
SCALAR_1_TO_2,1,tests/5.1/target_update/test_target_update_to_present.c,target_update,loop_body,scalar_var = 1;,scalar_var = 2;,CHANGE_CONSTANT,target_mapping,general_code,FALSE
SCALAR_20_TO_19,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_map_from.c,target_teams_distribute_parallel_for,loop_body,scalar = 20;,scalar = 19;,CHANGE_CONSTANT,target_mapping,general_code,FALSE
SCALAR_20_TO_21,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_map_default.c,target_teams_distribute_parallel_for,loop_body,int scalar = 20;,int scalar = 21;,CHANGE_CONSTANT,target_mapping,general_code,FALSE
SCALAR_FROM_13_TO_14,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_map_tofrom.c,target_teams_distribute_parallel_for,loop_body,scalar_from = 13; // This is to avoid data races on a single scalar,scalar_from = 14; // This is to avoid data races on a single scalar,CHANGE_CONSTANT,target_mapping,general_code,FALSE
SCALAR_INT_33_TO_34,1,tests/4.5/target/test_target_defaultmap.c,target,loop_body,scalar_int = 33;,scalar_int = 34;,CHANGE_CONSTANT,target_mapping,general_code,FALSE
SCALAR_INT_WRONG_VALUE,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_defaultmap.c,target_teams_distribute_parallel_for,loop_body,scalar_int = 33;,scalar_int = 34;,CHANGE_CONSTANT,target_mapping,general_code,FALSE
SINGLE_A_1_TO_0,1,tests/4.5/target/test_target_map_struct_default.c,target,loop_body,single.a = 1;,single.a = 0;,CHANGE_CONSTANT,target_mapping,general_code,FALSE
STACK_ASSIGN_2_TO_1,1,tests/4.5/target_data/test_target_data_map_from.c,target_data,loop_body,h_array_s[i] = 2;,h_array_s[i] = 1;,CHANGE_CONSTANT,target_mapping,general_code,FALSE
STRIDE_2_TO_1,2,tests/5.0/target_update/test_target_update_from_discontiguous.c,target_update,target_update,result[0:N/2:2],result[0:N/2:1],CHANGE_CONSTANT,target_mapping,general_code,FALSE
TARGET_B_2I_TO_3I,1,tests/5.2/declare_target/test_declare_target_enter_device_type_host.c,declare_target,loop_body,b[i] += 2 * i;,b[i] += 3 * i;,CHANGE_CONSTANT,target_mapping,general_code,FALSE
TARGET_DEVICE_I_TO_0,1,tests/6.0/declare_target/test_declare_target_directive_local.c,declare_target,target_configuration,#pragma omp target parallel device(i),#pragma omp target parallel device(0),CHANGE_CONSTANT,target_mapping,general_code,FALSE
REL_OP_NEQ_TO_LT,1,tests/5.0/parallel_for/test_parallel_for_notequals.c,parallel_for,loop_header_semantics,for (int i = 0; i != N; i++) {,for (int i = 0; i < N - 1; i++) {,CHANGE_LOOP_BOUND,parallel_for,loop_condition,FALSE
SKIP_LAST_ELEMENT,1,tests/4.5/target/test_target_map_global_arrays.c,target,loop_bounds,"for (i = 0; i < N; i++)
      compute_array[i] = i;","for (i = 0; i < N - 1; i++)
      compute_array[i] = i;",CHANGE_LOOP_BOUND,target_mapping,loop,FALSE
SKIP_LAST_ITER,5,tests/5.0/simd/test_simd_if.c,simd,loop_bounds,i < N,i < N-1,CHANGE_LOOP_BOUND,simd,general_code,FALSE
SKIP_LAST_ITERATION,38,tests/5.1/loop/test_full_loop_unroll.c,loop,loop_bounds,for (int i = 0; i < N; i++) {,for (int i = 0; i < N - 1; i++) {,CHANGE_LOOP_BOUND,loop,loop,FALSE
SKIP_LAST_TEAM,1,tests/5.0/teams/test_team_default_shared.c,teams,loop_bounds,for ( int i = 0; i < omp_get_num_teams(); i++){,for ( int i = 0; i < omp_get_num_teams() - 1; i++){,CHANGE_LOOP_BOUND,teams,configuration,FALSE
DEFAULTMAP_DEFAULT_TO_TO,1,tests/5.0/target/test_target_defaultmap_default.c,target,target_mapping,#pragma omp target defaultmap(default),#pragma omp target defaultmap(to),CHANGE_MAPPING,target_mapping,mapping,FALSE
DEFAULTMAP_FIRSTPRIVATE_TO_TOFROM,1,tests/5.0/target/test_target_defaultmap_firstprivate.c,target,target_mapping,#pragma omp target defaultmap(firstprivate),#pragma omp target defaultmap(tofrom),CHANGE_MAPPING,target_mapping,mapping,FALSE
DEFAULTMAP_FROM_TO,1,tests/5.0/target/test_target_defaultmap_to_from_tofrom.c,target,target_mapping,"#pragma omp target defaultmap(from) //map(tofrom: scalar, A, new_struct, ptr)","#pragma omp target defaultmap(to) //map(tofrom: scalar, A, new_struct, ptr)",CHANGE_MAPPING,target_mapping,mapping,FALSE
DEFAULTMAP_OFF_SCALAR_CHAR_CHANGED,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_defaultmap.c,target_teams_distribute_parallel_for,oracle_sensitive_body,scalar_char = 'b';,scalar_char = 'c';,CHANGE_MAPPING,target_mapping,mapping,FALSE
DEFAULTMAP_TOFROM_TO,1,tests/5.0/target/test_target_defaultmap_to_from_tofrom.c,target,target_mapping,"#pragma omp target defaultmap(tofrom) //map(tofrom: scalar, A, new_struct, ptr)","#pragma omp target defaultmap(to) //map(tofrom: scalar, A, new_struct, ptr)",CHANGE_MAPPING,target_mapping,mapping,FALSE
DEFAULTMAP_TOFROM_TO_FIRSTPRIVATE,1,tests/5.0/teams_loop/test_target_teams_loop_defaultmap.c,teams_loop,target_mapping,#pragma omp target teams loop defaultmap(tofrom),#pragma omp target teams loop defaultmap(firstprivate),CHANGE_MAPPING,loop,mapping,FALSE
DEFAULTMAP_TOFROM_TO_TO,2,tests/4.5/target/test_target_defaultmap.c,target,target_mapping,#pragma omp target defaultmap(tofrom: scalar),#pragma omp target defaultmap(to: scalar),CHANGE_MAPPING,target_mapping,mapping,FALSE
DEFAULTMAP_TO_TOFROM,1,tests/5.0/target/test_target_defaultmap_to_from_tofrom.c,target,target_mapping,"#pragma omp target defaultmap(to) //map(tofrom: scalar, A, new_struct, ptr)","#pragma omp target defaultmap(tofrom) //map(tofrom: scalar, A, new_struct, ptr)",CHANGE_MAPPING,target_mapping,mapping,FALSE
ENTER_DATA_DEFAULT_TO_FROM,1,tests/5.2/target_enter_data/test_target_enter_data_map.c,target_enter_data,target_mapping,"#pragma omp target enter data map(A[:N], B[:N], D[:N])","#pragma omp target enter data map(from: A[:N], B[:N], D[:N])",CHANGE_MAPPING,target_mapping,mapping,FALSE
ENTER_DATA_IF_GT_TO_LT,1,tests/4.5/target_enter_data/test_target_enter_data_if.c,target_enter_data,condition,#pragma omp target enter data if(size > SIZE_THRESHOLD) map(to: size) \,#pragma omp target enter data if(size < SIZE_THRESHOLD) map(to: size) \,CHANGE_MAPPING,target_mapping,mapping,FALSE
ENTER_DATA_TO_TO_ALLOC,1,tests/4.5/target_enter_data/test_target_enter_data_global_array.c,target_enter_data,target_mapping,#pragma omp target enter data map(to: A[:n]),#pragma omp target enter data map(alloc: A[:n]),CHANGE_MAPPING,target_mapping,mapping,FALSE
ENTER_DATA_X_TO_ALLOC,1,tests/4.5/target_enter_data/test_target_enter_data_malloced_array.c,target_enter_data,target_mapping,#pragma omp target enter data map(to:x[:n])//Note:Mapping *A[:n] is incorrect as OpenMP doesn't support arbitrary expressions,#pragma omp target enter data map(alloc:x[:n])//Note:Mapping *A[:n] is incorrect as OpenMP doesn't support arbitrary expressions,CHANGE_MAPPING,target_mapping,mapping,FALSE
EXIT_DATA_DEFAULT_TO_DELETE,1,tests/5.2/target_enter_data/test_target_enter_data_map.c,target_enter_data,target_mapping,"#pragma omp target exit data map(B[:N], A[:N],D[:N])","#pragma omp target exit data map(delete: B[:N], A[:N],D[:N])",CHANGE_MAPPING,target_mapping,mapping,FALSE
EXIT_DATA_FROM_B_TO_DELETE,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_map.c,target_teams_distribute,target_mapping,#pragma omp target exit data map(from: b[0:N]),#pragma omp target exit data map(delete: b[0:N]),CHANGE_MAPPING,target_mapping,mapping,FALSE
EXIT_DATA_FROM_HEAP_TO_DELETE,1,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_map_pointer_translation.c,target_enter_exit_data,target_mapping,#pragma omp target exit data map(from:h_array_h[0:N]) map(from:h_array_s[0:N]),#pragma omp target exit data map(delete:h_array_h[0:N]) map(from:h_array_s[0:N]),CHANGE_MAPPING,target_mapping,mapping,FALSE
EXIT_DATA_FROM_SINGLE_TO_DELETE,1,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_struct.c,target_enter_exit_data,target_mapping,#pragma omp target exit data map(from: single) map(from: array[0:5]),#pragma omp target exit data map(delete: single) map(from: array[0:5]),CHANGE_MAPPING,target_mapping,mapping,FALSE
EXIT_DATA_FROM_TO_DELETE,5,tests/6.0/map-type_modifier/test_map-type_modifier_default.c,map-type_modifier,mapping,#pragma omp target exit data map(from: a),#pragma omp target exit data map(delete: a),CHANGE_MAPPING,target_mapping,mapping,FALSE
EXIT_DATA_FROM_X_TO_DELETE,1,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_map_malloced_array.c,target_enter_exit_data,target_mapping,#pragma omp target exit data map(from: x[:N]),#pragma omp target exit data map(delete: x[:N]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAPPER_FROM_TO_TO,1,tests/5.2/declare_mapper/test_declare_mapper_present.c,declare_mapper,mapping,"#pragma omp declare mapper(default:myvec_t v) map(always, present, from: v, v.len, v.data[0:v.len])","#pragma omp declare mapper(default:myvec_t v) map(always, present, to: v, v.len, v.data[0:v.len])",CHANGE_MAPPING,declare_mapper,mapping,FALSE
MAPPER_REMOVE_DATA_SECTION,3,tests/5.0/declare_mapper/test_declare_mapper_target_struct.c,declare_mapper,declare_mapper,"map(v, v.data[0:v.len])",map(v),CHANGE_MAPPING,declare_mapper,mapping,FALSE
MAPPER_TOFROM_TO_TO,1,tests/5.2/declare_mapper/test_declare_mapper_iterator.c,declare_mapper,mapping,"#pragma omp declare mapper(myvec_t v) map(iterator(it = 0:v.len), tofrom: v.data[it])","#pragma omp declare mapper(myvec_t v) map(iterator(it = 0:v.len), to: v.data[it])",CHANGE_MAPPING,declare_mapper,mapping,FALSE
MAP_ALLOC_TO_TOFROM,1,tests/5.0/target/test_target_mapping_before_alloc.c,target,target_mapping,"#pragma omp target map(alloc: scalar, a, member) map(to: scalar, a, member) map(tofrom: errors)","#pragma omp target map(tofrom: scalar, a, member) map(to: scalar, a, member) map(tofrom: errors)",CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_DEFAULT_NEW_SCALAR_TO_TO,1,tests/4.5/target/test_target_map_scalar_no_map_type_modifier.c,target,target_mapping,#pragma omp target map(new_scalar),#pragma omp target map(to: new_scalar),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_DEFAULT_POINTER_TO_TO,1,tests/4.5/target/test_target_map_pointer_no_map_type_modifier.c,target,target_mapping,#pragma omp target map(p[0:N]),#pragma omp target map(to: p[0:N]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_DEFAULT_TO_TO,1,tests/4.5/target/test_target_map_array_default.c,target,target_mapping,#pragma omp target map(compute_array),#pragma omp target map(to:compute_array),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_ENTER_TO_TO_FROM,1,tests/4.5/application_kernels/linked_list.c,application_kernels,target_mapping,#pragma omp target enter data map(to:cur[:1]),#pragma omp target enter data map(from:cur[:1]),CHANGE_MAPPING,application_kernels,mapping,FALSE
MAP_EXIT_FROM_TO_TO_HEAD,1,tests/4.5/application_kernels/linked_list.c,application_kernels,target_mapping,#pragma omp target exit data map(from:temp[0:1]),#pragma omp target exit data map(to:temp[0:1]),CHANGE_MAPPING,application_kernels,mapping,FALSE
MAP_FROM_A1D_TO_TO,1,tests/4.5/target_data/test_target_data_map_array_sections.c,target_data,target_mapping,#pragma omp target data map(from: a1d[1:N - 2]),#pragma omp target data map(to: a1d[1:N - 2]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_FROM_A3D2_TO_TO,1,tests/4.5/target_data/test_target_data_map_array_sections.c,target_data,target_mapping,map(from: a3d2[0:N][0:2][0:2]),map(to: a3d2[0:N][0:2][0:2]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_FROM_ARRAYCOPY_TO_TO,1,tests/4.5/target_enter_data/test_target_enter_data_struct.c,target_enter_data,target_mapping,map(from: arrayCopy[0:ARRAY_SIZE]),map(to: arrayCopy[0:ARRAY_SIZE]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_FROM_A_TO_TO,1,tests/4.5/task/test_task_target.c,task,target_mapping,#pragma omp target map(from: a),#pragma omp target map(to: a),CHANGE_MAPPING,task,mapping,FALSE
MAP_FROM_B_TO_TO,1,tests/4.5/target_enter_data/test_target_enter_data_global_array.c,target_enter_data,target_mapping,#pragma omp target map(from: B[:n]),#pragma omp target map(to: B[:n]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_FROM_C_TO_TO,5,tests/4.5/application_kernels/mmm_target.c,application_kernels,target_mapping,"#pragma omp target map(to: a[0:DimA],b[0:DimB]) map(from: c[0:DimC])","#pragma omp target map(to: a[0:DimA],b[0:DimB]) map(to: c[0:DimC])",CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_FROM_HEAP_TO_TO,1,tests/4.5/target_data/test_target_data_map_from.c,target_data,target_mapping,#pragma omp target data map(from: h_array_h[0:N])  \,#pragma omp target data map(to: h_array_h[0:N])  \,CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_FROM_ISHOST_TO_TO,1,tests/4.5/offloading_success.c,offloading_success.c,target_mapping,#pragma omp target map(from:isHost),#pragma omp target map(to:isHost),CHANGE_MAPPING,offloading_success.c,mapping,FALSE
MAP_FROM_MATRIX_TO_TO,1,tests/4.5/target_data/test_target_data_map_devices.c,target_data,target_mapping,#pragma omp target data map(from: h_matrix[dev*N:N]),#pragma omp target data map(to: h_matrix[dev*N:N]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_FROM_OUTPUT_TO_TO,1,tests/4.5/target_data/test_target_data_map_to_from.c,target_data,target_mapping,#pragma omp target data map(to: h_array_h[0:N]) map(from: h_array2_h[0:N]),#pragma omp target data map(to: h_array_h[0:N]) map(to: h_array2_h[0:N]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_FROM_RETVAL_TO_TO,1,tests/5.1/target/test_target_declare_indirect.c,target,target_mapping,#pragma omp target map(from: ret_val),#pragma omp target map(to: ret_val),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_FROM_STACK_TO_TO,1,tests/4.5/target_data/test_target_data_map_from.c,target_data,target_mapping,map(from: h_array_s[0:N]),map(to: h_array_s[0:N]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_FROM_TO_TO,2,tests/5.1/target/test_target_map_present_ordering.c,target,target_mapping,"#pragma omp target map(present, to: x) map(from: x)","#pragma omp target map(present, to: x) map(to: x)",CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_FROM_TO_TO_ATOMIC,1,tests/4.5/application_kernels/reduction_separated_directives.c,application_kernels,target_mapping,#pragma omp target teams map(from: counts_atomic),#pragma omp target teams map(to: counts_atomic),CHANGE_MAPPING,application_kernels,mapping,FALSE
MAP_FROM_TO_TO_REDUCTION,1,tests/4.5/application_kernels/reduction_separated_directives.c,application_kernels,target_mapping,#pragma omp target teams map(from: counts_reduction),#pragma omp target teams map(to: counts_reduction),CHANGE_MAPPING,application_kernels,mapping,FALSE
MAP_FROM_X_TO_TO,3,tests/4.5/declare_target/test_declare_target_extended_list.c,declare_target,target_mapping,"#pragma omp target map(from: x) map(to:y, z)","#pragma omp target map(to: x) map(to:y, z)",CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TOFROM_ARRAY_TO_TO,3,tests/4.5/target/test_target_map_pointer.c,target,target_mapping,"#pragma omp target data map(tofrom: compute_array) //To test default pointer behavior, array must be mapped before the pointer","#pragma omp target data map(to: compute_array) //To test default pointer behavior, array must be mapped before the pointer",CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TOFROM_ARR_TO_TO,2,tests/5.0/target_parallel_loop/test_target_parallel_loop_bind.c,target_parallel_loop,target_mapping,#pragma omp target parallel loop bind(parallel) map(tofrom: arr) \,#pragma omp target parallel loop bind(parallel) map(to: arr) \,CHANGE_MAPPING,loop,mapping,FALSE
MAP_TOFROM_A_TO_TO,6,tests/5.0/program_control/test_omp_get_device_num.c,program_control,target_mapping,map(tofrom: a),map(to: a),CHANGE_MAPPING,runtime_api,mapping,FALSE
MAP_TOFROM_B_TO_TO,4,tests/5.0/teams_loop/test_target_teams_loop_firstprivate.c,teams_loop,target_mapping,map(tofrom: b[0:N]),map(to: b[0:N]),CHANGE_MAPPING,loop,mapping,FALSE
MAP_TOFROM_C_TO_TO,2,tests/4.5/target/test_target_if.c,target,target_mapping,map(tofrom: c[0:size]),map(to: c[0:size]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TOFROM_DATA_TO_TO,1,tests/5.0/target/test_target_imperfect_loop.c,target,target_mapping,"#pragma omp target map(tofrom: data1, data2)","#pragma omp target map(to: data1, data2)",CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TOFROM_D_TO_TO,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_map_to.c,target_teams_distribute_parallel_for,target_mapping,"#pragma omp target teams distribute parallel for map(to: a, b, scalar) map(tofrom: d)","#pragma omp target teams distribute parallel for map(to: a, b, scalar) map(to: d)",CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TOFROM_HEAP_TO_TO,1,tests/4.5/target_data/test_target_data_map_tofrom.c,target_data,target_mapping,#pragma omp target data map(tofrom: h_array_h[0:N])    \,#pragma omp target data map(to: h_array_h[0:N])    \,CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TOFROM_NUM_TEAMS_TO_TO,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_num_teams.c,target_teams_distribute_parallel_for,target_mapping,map(tofrom: num_teams) num_teams(tested_num_teams[nt]),map(to: num_teams) num_teams(tested_num_teams[nt]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TOFROM_NUM_THREADS_TO_TO,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_num_threads.c,target_teams_distribute_parallel_for,target_mapping,map(tofrom: num_threads) num_threads(tested_num_threads[nt]),map(to: num_threads) num_threads(tested_num_threads[nt]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TOFROM_RESULT_TO_TO,1,tests/5.0/declare_target/test_declare_target_nested_functions.c,declare_target,target_mapping,#pragma omp target map(tofrom: result),#pragma omp target map(to: result),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TOFROM_STACK_TO_TO,1,tests/4.5/target_data/test_target_data_map_tofrom.c,target_data,target_mapping,map(tofrom : h_array_s[0:N]),map(to : h_array_s[0:N]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TOFROM_TO_TO,12,tests/4.5/target/test_target_map_global_arrays.c,target,target_mapping,#pragma omp target map(tofrom: compute_array[0:N]),#pragma omp target map(to: compute_array[0:N]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TOFROM_X_TO_TO,6,tests/5.0/loop/test_loop_nested_device.c,loop,target_mapping,"map(tofrom: x, y, z, num_teams)","map(to: x, y, z, num_teams)",CHANGE_MAPPING,loop,mapping,FALSE
MAP_TO_HEAP_TO_FROM,1,tests/4.5/target_data/test_target_data_map_to.c,target_data,target_mapping,#pragma omp target data map(to: h_array_h[0:N])  \,#pragma omp target data map(from: h_array_h[0:N])  \,CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TO_INPUTS_TO_ALLOC,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_map_to.c,target_teams_distribute_parallel_for,target_mapping,"#pragma omp target teams distribute parallel for map(to: a, b, scalar) map(tofrom: d)","#pragma omp target teams distribute parallel for map(alloc: a, b, scalar) map(tofrom: d)",CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TO_INPUT_TO_FROM,1,tests/4.5/target_data/test_target_data_map_to_from.c,target_data,target_mapping,#pragma omp target data map(to: h_array_h[0:N]) map(from: h_array2_h[0:N]),#pragma omp target data map(from: h_array_h[0:N]) map(from: h_array2_h[0:N]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TO_SINGLE_TO_ALLOC,1,tests/4.5/target_enter_data/test_target_enter_data_struct.c,target_enter_data,target_mapping,#pragma omp target enter data map(to: single) map(to: array[0:ARRAY_SIZE]),#pragma omp target enter data map(alloc: single) map(to: array[0:ARRAY_SIZE]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TO_STACK_TO_FROM,1,tests/4.5/target_data/test_target_data_map_to.c,target_data,target_mapping,map(to: h_array_s[0:N]),map(from: h_array_s[0:N]),CHANGE_MAPPING,target_mapping,mapping,FALSE
MAP_TO_TO_FROM,1,tests/5.0/target/test_target_mapping_before_alloc.c,target,target_mapping,"#pragma omp target map(alloc: scalar, a, member) map(to: scalar, a, member) map(tofrom: errors)","#pragma omp target map(alloc: scalar, a, member) map(from: scalar, a, member) map(tofrom: errors)",CHANGE_MAPPING,target_mapping,mapping,FALSE
PRESENT_TO_NO_PRESENT,1,tests/5.1/target/test_target_map_present_ordering.c,target,target_mapping,"#pragma omp target map(present, to: x) map(from: x)",#pragma omp target map(to: x) map(from: x),CHANGE_MAPPING,target_mapping,mapping,FALSE
REMOVE_IN1_FROM_ENTER_DATA_MAP,1,tests/4.5/target_enter_data/test_target_enter_data_depend.c,target_enter_data,target_mapping,#pragma omp target enter data map(alloc: h_array[0:N]) map(to: in_1[0:N]) map(to: in_2[0:N]) depend(out: h_array) depend(in: in_1) depend(in: in_2),#pragma omp target enter data map(alloc: h_array[0:N]) map(to: in_2[0:N]) depend(out: h_array) depend(in: in_1) depend(in: in_2),CHANGE_MAPPING,target_mapping,mapping,FALSE
REMOVE_TARGET_ENTER_DATA,2,tests/5.1/memory_routines/test_get_mapped_ptr.c,memory_routines,mapping,# pragma omp target enter data device(i) map(to:x),/* target enter data removed */,CHANGE_MAPPING,target_mapping,mapping,FALSE
SECOND_MAP_TO_TOFROM,1,tests/5.0/target/test_target_defaultmap_none.c,target,target_mapping,"#pragma omp target defaultmap(none) map(to: scalar, A, new_struct, ptr)","#pragma omp target defaultmap(none) map(tofrom: scalar, A, new_struct, ptr)",CHANGE_MAPPING,target_mapping,mapping,FALSE
TARGET_DATA_TOFROM_TO_TO,2,tests/5.1/target/test_target_defaultmap_present_aggregate.c,target,target_mapping,"#pragma omp target data map(tofrom: a, new_struct)","#pragma omp target data map(to: a, new_struct)",CHANGE_MAPPING,target_mapping,mapping,FALSE
TARGET_MAP_FROM_TO_TO,3,tests/5.1/metadirective/test_metadirective_nothing.c,metadirective,mapping,#pragma omp target map(from: thread_limit_target) thread_limit(thread_limit_target),#pragma omp target map(to: thread_limit_target) thread_limit(thread_limit_target),CHANGE_MAPPING,metadirective,mapping,FALSE
TARGET_MAP_TOFROM_TO_TO,18,tests/5.1/order/test_loop_order_reproducible.c,order,mapping,"#pragma omp target map(tofrom: x,y)","#pragma omp target map(to: x,y)",CHANGE_MAPPING,loop,mapping,FALSE
UPDATE_FROM_TO_TO,14,tests/4.5/target_update/test_target_update_depend.c,target_update,target_mapping,#pragma omp target update depend(inout: h_array) from(h_array[0:N]),#pragma omp target update depend(inout: h_array) to(h_array[0:N]),CHANGE_MAPPING,target_mapping,dependency,FALSE
ACCESSIBLE_CHECK_INVERTED,1,tests/5.1/requires/test_target_is_accessible_with_usm.c,requires,condition,"OMPVV_TEST_AND_SET_VERBOSE(errors, check_test == 0);","OMPVV_TEST_AND_SET_VERBOSE(errors, check_test != 0);",CHANGE_OPERATOR,target_mapping,general_code,FALSE
ACCESSIBLE_TRUE_BRANCH_INVERTED,1,tests/5.1/target/test_target_is_accessible.c,target,condition,"if(check_test)
        {","if(!check_test)
        {",CHANGE_OPERATOR,target_mapping,general_code,FALSE
ARRAY_LASTPRIVATE_MULTIPLY_TO_ADD,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_lastprivate.c,target_teams_distribute,loop_body,privatized_array[1] = (a[x] + b[x]) * c[x];,privatized_array[1] = (a[x] + b[x]) + c[x];,CHANGE_OPERATOR,target_mapping,data_sharing,FALSE
ARRAY_REDUCTION_PLUS_TO_MINUS,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_reduction.c,target_teams_distribute_parallel_for,reduction,#pragma omp target teams distribute parallel for reduction(+:Total[0:N_Els]) private(j),#pragma omp target teams distribute parallel for reduction(-:Total[0:N_Els]) private(j),CHANGE_OPERATOR,target_mapping,reduction,FALSE
A_PLUS_TO_MINUS,3,tests/5.0/loop/test_loop_lastprivate_device.c,loop,loop_body,a[x] += b[x];,a[x] -= b[x];,CHANGE_OPERATOR,loop,general_code,FALSE
